food,category,serving_size,fullness_factor,completeness_score,calories,total_carbs,dietary_fibre,starch,sugars,total_fat,saturated_fat,monosaturated_fat,polysaturated_fat,protien,water,source
"Duck, domesticated, meat only, raw",poultry products,100,2.9,58,131.99881,0,0,0,0,5.949881,2.320013,1.5399992,0.74989486,18.281225,73.77596,https://nutritiondata.self.com/facts/poultry-products/780/0
"Duck, scoter, white-winged, meat (Alaska Native)",ethnic foods,100,3.5,15,83.99968,0,0,0,0,0.399974,0,0,0,20.202036,79.000694,https://nutritiondata.self.com/facts/ethnic-foods/10459/0
"Duck, wild, breast, meat only, raw",poultry products,100,3,56,122.9922,0,0,0,0,4.2502275,1.3198018,1.2100719,0.5799125,19.848227,75.50222,https://nutritiondata.self.com/facts/poultry-products/784/0
"Duck, wild, meat and skin, raw",poultry products,100,2.4,44,210.98703,0,0,0,0,15.197853,5.0392795,6.800699,2.0199187,17.421183,66.52609,https://nutritiondata.self.com/facts/poultry-products/783/0
"Duck, young duckling, domesticated, White Pekin, breast, meat and skin, boneless, cooked, roasted",poultry products,100,2.8,24,201.96788,0,0,0,0,10.849878,2.922114,5.42752,1.6322539,24.496548,63.254093,https://nutritiondata.self.com/facts/poultry-products/937/0
"Duck, young duckling, domesticated, White Pekin, breast, meat only, boneless, cooked without skin, broiled",poultry products,100,3.3,26,139.99113,0,0,0,0,2.5004015,0.57804936,0.87086904,0.37805477,27.597202,68.25791,https://nutritiondata.self.com/facts/poultry-products/938/0
"Duck, young duckling, domesticated, White Pekin, leg, meat and skin, bone in, cooked, roasted",poultry products,100,2.8,20,216.96675,0,0,0,0,11.40017,2.975174,5.6173525,1.8959913,26.750513,60.90125,https://nutritiondata.self.com/facts/poultry-products/939/0
"Duck, young duckling, domesticated, White Pekin, leg, meat only, bone in, cooked without skin, braised",poultry products,100,3.1,23,178.01419,0,0,0,0,5.959447,1.3390332,2.6374087,0.908926,29.099466,64.60951,https://nutritiondata.self.com/facts/poultry-products/940/0
"Durian, raw or frozen",fruits and fruit juices,100,2,42,146.99622,27.087767,3.8005867,0,0,5.330739,0,0,0,1.4698672,64.984184,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/2088/0
"Dutch brand loaf, chicken, pork and beef",sausages and luncheon meats,100,2,26,272.9878,3.9297364,0.29997736,0,0.89990973,22.91319,9.043046,11.43318,3.0526488,12.00148,58.09221,https://nutritiondata.self.com/facts/sausages-and-luncheon-meats/1337/0
"Eclairs, custard-filled with chocolate glaze, prepared from recipe",baked products,100,1.8,30,261.9907,24.199327,0.6000336,0,6.6005054,15.69906,4.1184797,6.484895,3.9474537,6.4000325,52.400375,https://nutritiondata.self.com/facts/baked-products/5028/0
"Edamame, frozen, prepared",vegetables and vegetable products,100,2.7,68,122.008415,10.180117,5.200476,2.799857,2.179784,5.200476,0.6200531,1.2821628,2.1560953,10.881294,72.763885,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/9873/0
"Edamame, frozen, unprepared",vegetables and vegetable products,100,2.7,72,109.983536,9.7814245,4.800629,2.5004015,2.4803936,4.7301984,0,0,0,10.250127,75.16343,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/9872/0
"Egg custards, dry mix",sweets,100,1.6,24,409.98065,82.794136,0,0,0,6.4000325,2.0296798,2.399635,0.8501146,6.899735,1.7002631,https://nutritiondata.self.com/facts/sweets/5473/0
"Egg custards, dry mix, prepared with 2% milk",sweets,100,2.4,39,111.01292,17.421183,0,0,0,2.740219,1.356799,0.8520306,0.19697614,4.0802817,74.730064,https://nutritiondata.self.com/facts/sweets/5502/0
"Egg custards, dry mix, prepared with whole milk",sweets,100,2.3,35,120.99363,17.28738,0,0,0,4.010096,2.1217256,1.2011571,0.2439672,4.039841,73.68122,https://nutritiondata.self.com/facts/sweets/5474/0
"Egg Mix, USDA Commodity",dairy and egg products,100,2.3,35,549.0073,23.967228,0,0,2.4597552,34.50068,10.306261,13.743983,7.554047,35.6041,2.7801328,https://nutritiondata.self.com/facts/dairy-and-egg-products/10475/0
"Egg rolls, chicken, refrigerated, heated",meals entrees and sidedishes,100,2.2,43,196.97018,28.543955,2.399635,19.09764,5.570623,4.5105286,0.9640202,1.3291692,1.8131511,10.439557,54.180584,https://nutritiondata.self.com/facts/meals-entrees-and-sidedishes/10435/0
"Egg rolls, pork, refrigerated, heated",meals entrees and sidedishes,100,2.1,34,221.97212,29.816978,2.1000168,22.39649,5.3204722,7.1709385,1.587751,2.350029,2.4637108,9.938824,51.334057,https://nutritiondata.self.com/facts/meals-entrees-and-sidedishes/10434/0
"Egg rolls, vegetable, refrigerated, heated",meals entrees and sidedishes,100,2,38,196.02336,31.992031,2.799857,20.29962,6.848938,4.6697946,0.7559495,1.2710816,2.1910217,6.619619,54.45978,https://nutritiondata.self.com/facts/meals-entrees-and-sidedishes/10436/0
"Egg substitute, frozen",dairy and egg products,100,2.4,40,160.00629,3.200305,0,0,3.200305,11.110908,1.9298049,2.435372,6.2416396,11.290825,73.091866,https://nutritiondata.self.com/facts/dairy-and-egg-products/130/0
"Egg substitute, liquid",dairy and egg products,100,3.1,55,83.99968,0.63991547,0,0,0.63991547,3.3101254,0.6589274,0.8958672,1.603136,12.00148,82.74097,https://nutritiondata.self.com/facts/dairy-and-egg-products/131/0
"Egg substitute, powder",dairy and egg products,100,2.7,45,443.97845,21.800205,0,0,21.800205,13.000965,3.7665465,5.3410254,1.6828645,55.50181,3.8596582,https://nutritiondata.self.com/facts/dairy-and-egg-products/132/0
"Egg, Cheese and Bacon Griddle Cake Sandwich",fast foods generic,100,2,32,272.02487,26.189312,0.7999781,0,9.559882,13.19028,4.201348,4.6863284,1.7750934,12.0285,45.845535,https://nutritiondata.self.com/facts/fast-foods-generic/9334/0
"Egg, Cheese and Sausage Griddle Cake Sandwich",fast foods generic,100,1.9,30,291.00858,22.039621,0.6000336,0,7.8990355,17.73173,5.648118,6.7181764,2.259673,10.770003,47.02389,https://nutritiondata.self.com/facts/fast-foods-generic/9332/0
"Egg, duck, whole, fresh, raw",dairy and egg products,100,2.3,52,185.0103,1.4501559,0,0,0.9299177,13.770501,3.6815903,6.524603,1.2229785,12.81025,70.826675,https://nutritiondata.self.com/facts/dairy-and-egg-products/126/0
"Egg, goose, whole, fresh, raw",dairy and egg products,100,2.4,51,185.0103,1.3498381,0,0,0.9401409,13.271038,3.5950828,5.746966,1.672081,13.868171,70.44094,https://nutritiondata.self.com/facts/dairy-and-egg-products/127/0
"Egg, quail, whole, fresh, raw",dairy and egg products,100,2.5,52,158.0142,0.41001576,0,0,0.41001576,11.089511,3.557163,4.3246155,1.3240514,13.051182,74.346954,https://nutritiondata.self.com/facts/dairy-and-egg-products/128/0
"Egg, turkey, whole, fresh, raw",dairy and egg products,100,2.4,51,171.00774,1.150138,0,0,0,11.878734,3.632239,4.5703406,1.6581655,13.677912,72.50722,https://nutritiondata.self.com/facts/dairy-and-egg-products/129/0
"Egg, white, dried",dairy and egg products,100,2.8,23,382.00677,7.8006806,0,0,5.39969,0,0,0,0,81.10934,5.800763,https://nutritiondata.self.com/facts/dairy-and-egg-products/158/0
"Egg, white, dried, flakes, glucose reduced",dairy and egg products,100,2.8,28,350.94604,4.1704135,0,0,4.1704135,0.03999539,0,0,0,76.92215,14.61842,https://nutritiondata.self.com/facts/dairy-and-egg-products/123/0
"Egg, white, dried, powder, glucose reduced",dairy and egg products,100,2.8,27,376.0409,4.4701314,0,0,4.4701314,0.03999539,0,0,0,82.39615,8.540418,https://nutritiondata.self.com/facts/dairy-and-egg-products/124/0
"Egg, white, raw, fresh",dairy and egg products,100,3.9,26,48.000683,0.72990394,0,0,0.7099883,0.17000008,0,0,0,10.8987875,87.581856,https://nutritiondata.self.com/facts/dairy-and-egg-products/112/0
"Egg, white, raw, frozen",dairy and egg products,100,3.9,24,46.99369,1.0501049,0,0,0,0,0,0,0,9.799319,88.54367,https://nutritiondata.self.com/facts/dairy-and-egg-products/157/0
"Egg, whole, cooked, fried",dairy and egg products,100,2.3,46,196.02336,0.8798776,0,0,0.83012104,15.310564,4.294153,6.346793,2.660392,13.6296625,69.140656,https://nutritiondata.self.com/facts/dairy-and-egg-products/116/0
"Egg, whole, cooked, hard-boiled",dairy and egg products,100,2.5,43,154.99777,1.1198515,0,0,1.1198515,10.608604,3.2668018,4.0763507,1.4137926,12.581849,74.61013,https://nutritiondata.self.com/facts/dairy-and-egg-products/117/0
"Egg, whole, cooked, omelet",dairy and egg products,100,2.3,46,157.00226,0.6800329,0,0,0.65008354,12.0285,3.2963266,4.9717336,2.251699,10.591578,75.86691,https://nutritiondata.self.com/facts/dairy-and-egg-products/118/0
"Egg, whole, cooked, poached",dairy and egg products,100,2.5,49,141.98387,0.7699371,0,0,0.7699371,9.900581,3.0871754,3.7944856,1.3589816,12.529411,75.55074,https://nutritiondata.self.com/facts/dairy-and-egg-products/119/0
"Egg, whole, cooked, scrambled",dairy and egg products,100,2.3,43,166.99059,2.2001946,0,0,1.7300317,12.211499,3.6792252,4.768347,2.1477962,11.089511,73.13884,https://nutritiondata.self.com/facts/dairy-and-egg-products/120/0
"Egg, whole, dried",dairy and egg products,100,2.1,46,593.9613,4.9494205,0,0,3.080239,40.943825,12.728207,15.335176,5.8044915,47.357403,3.1000986,https://nutritiondata.self.com/facts/dairy-and-egg-products/121/0
"Egg, whole, dried, stabilized, glucose reduced",dairy and egg products,100,2,46,614.9294,2.3796682,0,0,0,43.956272,13.198757,17.56166,5.713826,48.1706,1.8699683,https://nutritiondata.self.com/facts/dairy-and-egg-products/122/0
"Egg, whole, raw, fresh",dairy and egg products,100,2.5,50,142.99084,0.7699371,0,0,0.7699371,9.938824,3.0991025,3.8103688,1.3637958,12.581849,75.842545,https://nutritiondata.self.com/facts/dairy-and-egg-products/111/0
"Egg, whole, raw, frozen",dairy and egg products,100,2.5,47,147.99121,1.0501049,0,0,0,10.2008505,3.1472743,3.88579,1.4119759,11.951462,75.842545,https://nutritiondata.self.com/facts/dairy-and-egg-products/156/0
"Egg, yolk, dried",dairy and egg products,100,1.7,44,665.92267,3.5997064,0,0,3.5997064,55.805737,17.154606,21.131361,7.893962,34.246708,2.9504201,https://nutritiondata.self.com/facts/dairy-and-egg-products/125/0
"Egg, yolk, raw, fresh",dairy and egg products,100,2,50,316.9681,3.5904648,0,0,0.5599241,26.536535,9.550673,11.738371,4.2040486,15.861281,52.316277,https://nutritiondata.self.com/facts/dairy-and-egg-products/113/0
"Egg, yolk, raw, frozen",dairy and egg products,100,2,50,303.02893,1.150138,0,0,0.5100298,25.598736,7.8207555,9.745946,3.6275737,15.498615,56.201527,https://nutritiondata.self.com/facts/dairy-and-egg-products/114/0
"Egg, yolk, raw, frozen, salted",dairy and egg products,100,2,48,274.04214,1.6000471,0,0,0,23.001692,7.0272536,8.8476305,3.1503096,13.997976,50.79274,https://nutritiondata.self.com/facts/dairy-and-egg-products/147/0
"Egg, yolk, raw, frozen, sugared",dairy and egg products,100,2,45,307.04642,10.801188,0,0,0,22.751825,6.971037,8.614822,3.2437892,13.801502,51.251667,https://nutritiondata.self.com/facts/dairy-and-egg-products/115/0
Eggnog,dairy and egg products,100,2.1,30,135.00063,13.53802,0,0,8.409726,7.4791856,4.442925,2.2329626,0.33905378,3.8103688,74.37084,https://nutritiondata.self.com/facts/dairy-and-egg-products/55/0
"Eggnog-flavor mix, powder, prepared with whole milk",beverages,100,2.5,30,94.99714,14.201808,0,0,12.658882,3.020449,1.7008097,0.76697105,0.18597351,2.9296358,79.15311,https://nutritiondata.self.com/facts/beverages/3921/0
"Eggplant, cooked, boiled, drained, with salt",vegetables and vegetable products,100,4.3,56,33.004616,8.141223,2.5004015,0,3.200305,0.22998172,0.043997973,0.02000271,0.09299165,0.83012104,89.65994,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2858/0
"Eggplant, cooked, boiled, drained, without salt",vegetables and vegetable products,100,4.1,54,35.00304,8.729049,2.5004015,0,3.200305,0.22998172,0.043997973,0.02000271,0.09299165,0.83012104,89.65994,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2444/0
"Eggplant, pickled",vegetables and vegetable products,100,3.4,45,48.99776,9.771027,2.5004015,0,4.800629,0.70000964,0.13997783,0.06300816,0.29404223,0.89990973,86.90922,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/7629/0
"Eggplant, raw",vegetables and vegetable products,100,4.5,73,23.998045,5.7496243,3.3995953,0,2.350029,0.18997993,0.034002267,0.01600113,0.07599341,1.010033,92.40863,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2443/0
"Eggs, scrambled, frozen mixture",dairy and egg products,100,2.6,27,133.0204,7.5008426,0,0,7.5008426,5.5993333,1.0521327,2.338728,1.7779485,13.101592,72.693794,https://nutritiondata.self.com/facts/dairy-and-egg-products/7651/0
"Elderberries, raw",fruits and fruit juices,100,2.9,54,72.99801,18.399061,7.000213,0,0,0.49995255,0.02299783,0.08000208,0.24697581,0.65998816,79.791336,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1883/0
"Elk, free range, ground, cooked patties (Shoshone Bannock)",ethnic foods,100,3.3,49,142.99084,0,0,0,0,2.799857,1.1379995,0.95200574,0.23898235,29.447407,67.777214,https://nutritiondata.self.com/facts/ethnic-foods/9990/0
"Elk, free range, ground, raw (Shoshone Bannock)",ethnic foods,100,3.3,50,97.00157,0,0,0,0,1.7997969,0.70588905,0.57397157,0.12997942,20.137241,75.672195,https://nutritiondata.self.com/facts/ethnic-foods/9991/0
"Elk, free range, roast, eye of round, cooked (Shoshone Bannock)",ethnic foods,100,3.3,47,147.99121,0,0,0,0,2.8497818,1.1249036,1.3528792,0.13702036,30.55563,64.58876,https://nutritiondata.self.com/facts/ethnic-foods/9995/0
"Elk, free range, roast, eye of round, raw (Shoshone Bannock)",ethnic foods,100,3.3,50,98.00385,0,0,0,0,2.1000168,0.8279879,0.89702034,0.12198696,19.740126,76.5278,https://nutritiondata.self.com/facts/ethnic-foods/9994/0
"Emu, fan fillet, cooked, broiled",poultry products,100,3.3,50,154.00516,0,0,0,0,2.2999694,0.58309346,0.91714734,0.3179959,31.270605,66.44067,https://nutritiondata.self.com/facts/poultry-products/945/0
"Emu, fan fillet, raw",poultry products,100,3.4,54,103.00716,0,0,0,0,0.7999781,0.20102353,0.31902227,0.109014295,22.497444,74.61013,https://nutritiondata.self.com/facts/poultry-products/944/0
"Emu, flat fillet, raw",poultry products,100,3.4,52,101.986465,0,0,0,0,0.74007,0.18699735,0.29499155,0.10200293,22.253054,75.405266,https://nutritiondata.self.com/facts/poultry-products/946/0
"Emu, full rump, cooked, broiled",poultry products,100,3.3,50,168.01292,0,0,0,0,2.680128,0.8700293,1.0788536,0.6129124,33.668564,61.96691,https://nutritiondata.self.com/facts/poultry-products/948/0
"Emu, full rump, raw",poultry products,100,3.3,54,112.01594,0,0,0,0,1.6401428,0.4479766,0.51597387,0.329045,22.832365,73.79967,https://nutritiondata.self.com/facts/poultry-products/947/0
"Emu, ground, cooked, pan-broiled",poultry products,100,3.1,51,163.01541,0,0,0,0,4.65033,1.2419975,1.9528908,0.67697704,28.434132,65.824585,https://nutritiondata.self.com/facts/poultry-products/943/0
"Emu, ground, raw",poultry products,100,3.1,50,134.00685,0,0,0,0,4.02947,1.0221215,1.606747,0.5570485,22.766447,72.88085,https://nutritiondata.self.com/facts/poultry-products/942/0
"Emu, inside drum, raw",poultry products,100,3.3,53,107.988014,0,0,0,0,1.4898463,0.3860527,0.5319936,0.2559774,22.217339,74.730064,https://nutritiondata.self.com/facts/poultry-products/949/0
"Emu, inside drums, cooked, broiled",poultry products,100,3.3,50,155.9968,0,0,0,0,2.010204,0.65406954,0.8589087,0.40804005,32.38496,64.31959,https://nutritiondata.self.com/facts/poultry-products/950/0
"Emu, outside drum, raw",poultry products,100,3.4,52,103.00716,0,0,0,0,0.47992665,0.12198696,0.20199934,0.07000633,23.083117,74.87424,https://nutritiondata.self.com/facts/poultry-products/951/0
"Emu, oyster, raw",poultry products,100,3,50,140.98398,0,0,0,0,4.8596015,1.2308674,1.9372622,0.67090625,22.810371,72.577126,https://nutritiondata.self.com/facts/poultry-products/952/0
"Emu, top loin, cooked, broiled",poultry products,100,3.2,51,151.9901,0,0,0,0,3.1301284,0.794082,1.2488041,0.43294597,29.071436,67.3648,https://nutritiondata.self.com/facts/poultry-products/953/0
"Endive, raw",vegetables and vegetable products,100,4.5,90,17.000992,3.35012,3.1000986,0,0.25002137,0.19998784,0.047996275,0.003999711,0.08700143,1.2500091,93.78429,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2445/0
"Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12",beverages,100,4.5,27,5.0005703,0.70000964,0,0,0,0.08000208,0,0,0,0.25002137,98.35077,https://nutritiondata.self.com/facts/beverages/9222/0
"Energy drink, RED BULL, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12",beverages,100,3.5,20,44.999252,10.940885,0,0,10.060901,0.08000208,0,0,0,0.25002137,88.45838,https://nutritiondata.self.com/facts/beverages/7399/0
"English muffins, mixed-grain (includes granola)",baked products,100,2,46,235.03435,46.304367,2.799857,0,0.81007594,1.7997969,0.22998172,0.82692343,0.5590239,9.101337,40.200935,https://nutritiondata.self.com/facts/baked-products/5031/0
"English muffins, mixed-grain, toasted (includes granola)",baked products,100,2,45,255.01575,50.30559,3.0001352,0,0.8798776,1.9002618,0.25002137,0.89904195,0.6080019,9.900581,35.00304,https://nutritiondata.self.com/facts/baked-products/5032/0
"English muffins, plain, enriched, with ca prop (includes sourdough)",baked products,100,2,49,227.02003,44.224392,3.5004694,37.194084,3.5298364,1.6899111,0.7329626,0.3829568,0.4980252,8.870399,43.562668,https://nutritiondata.self.com/facts/baked-products/5029/0
"English muffins, plain, enriched, without calcium propionate(includes sourdough)",baked products,100,1.9,33,235.03435,45.993046,2.7000108,0,0,1.7997969,0.25896645,0.3020146,0.888122,7.7010756,42.104263,https://nutritiondata.self.com/facts/baked-products/5174/0
"English muffins, plain, toasted, enriched, with calcium propionate (includes sourdough)",baked products,100,2,46,270.02243,52.65348,2.799857,44.49614,3.4702315,2.0199187,0.5330219,0.47807634,0.9209896,10.319514,32.972824,https://nutritiondata.self.com/facts/baked-products/5030/0
